Code,Name,Country,Exchange,Currency,Type,Isin,ticker,name
FME,Future Metals NL,Australia,AU,AUD,Common Stock,AU0000157745,FME,Future Metals NL
FMG,Fortescue Ltd,Australia,AU,AUD,Common Stock,AU000000FMG4,FMG,Fortescue Ltd
FML,Focus Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000FML4,FML,Focus Minerals Ltd
FMR,FMR Resources Ltd,Australia,AU,AUD,Common Stock,,FMR,FMR Resources Ltd
FND,Findi Ltd,Australia,AU,AUD,Common Stock,AU000000FND9,FND,Findi Ltd
FNR,Far Northern Resources Ltd,Australia,AU,AUD,Common Stock,,FNR,Far Northern Resources Ltd
FNX,Finexia Financial Group Ltd,Australia,AU,AUD,Common Stock,AU0000107088,FNX,Finexia Financial Group Ltd
FOOD,Betashares GLB Agriculture Comp Currency HDGD ETF,Australia,AU,AUD,ETF,AU00000FOOD3,FOOD,Betashares GLB Agriculture Comp Currency HDGD ETF
FOS,FOS Capital Ltd,Australia,AU,AUD,Common Stock,AU0000149312,FOS,FOS Capital Ltd
FPC,Fat Prophets Global Contrarian Fund Ltd,Australia,AU,AUD,Common Stock,AU000000FPC6,FPC,Fat Prophets Global Contrarian Fund Ltd
FPH,Fisher & Paykel Healthcare Corporation Ltd,Australia,AU,AUD,Common Stock,NZFAPE0001S2,FPH,Fisher & Paykel Healthcare Corporation Ltd
FPP,Fat Prophets Global Property Fund,Australia,AU,AUD,Common Stock,AU000000FPP8,FPP,Fat Prophets Global Property Fund
FPR,Fleetpartners Group Ltd,Australia,AU,AUD,Common Stock,AU0000272924,FPR,Fleetpartners Group Ltd
FRAR,Franklin Aus Absolute Return BND Fund - Active ETF,Australia,AU,AUD,ETF,,FRAR,Franklin Aus Absolute Return BND Fund - Active ETF
FRB,Firebird Metals Ltd,Australia,AU,AUD,Common Stock,AU0000134694,FRB,Firebird Metals Ltd
FRE,Firebrick Pharma Ltd,Australia,AU,AUD,Common Stock,AU0000197352,FRE,Firebrick Pharma Ltd
FRGG,Franklin Global Growth Fund - Active ETF,Australia,AU,AUD,ETF,,FRGG,Franklin Global Growth Fund - Active ETF
FRI,Finbar Group Ltd,Australia,AU,AUD,Common Stock,AU000000FRI9,FRI,Finbar Group Ltd
FRM,Farm Pride Foods Ltd,Australia,AU,AUD,Common Stock,AU000000FRM1,FRM,Farm Pride Foods Ltd
FRS,Forrestania Resources Ltd,Australia,AU,AUD,Common Stock,AU0000171621,FRS,Forrestania Resources Ltd
FRW,Freightways Group Ltd,Australia,AU,AUD,Common Stock,,FRW,Freightways Group Ltd
FRX,Flexiroam Ltd,Australia,AU,AUD,Common Stock,AU000000FRX8,FRX,Flexiroam Ltd
FSA,FSA Group Ltd,Australia,AU,AUD,Common Stock,AU000000FSA4,FSA,FSA Group Ltd
FSG,Field Solutions Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000FSG1,FSG,Field Solutions Holdings Ltd
FSI,Flagship Investments Ltd,Australia,AU,AUD,Common Stock,AU000000FSI7,FSI,Flagship Investments Ltd
FSML,Firetrail Aust Small Companies Fund - Active ETF,Australia,AU,AUD,ETF,,FSML,Firetrail Aust Small Companies Fund - Active ETF
FTC,Fintech Chain Ltd,Australia,AU,AUD,Common Stock,AU0000008815,FTC,Fintech Chain Ltd
FTEC,Global X Fintech & Blockchain ETF,Australia,AU,AUD,ETF,,FTEC,Global X Fintech & Blockchain ETF
FTI,Fortifai Ltd,Australia,AU,AUD,Common Stock,AU0000408056,FTI,Fortifai Ltd
FTL,Firetail Resources Ltd,Australia,AU,AUD,Common Stock,AU0000212292,FTL,Firetail Resources Ltd
FUEL,Betashares Global Energy Comp Currency Hedged ETF,Australia,AU,AUD,ETF,AU00000FUEL4,FUEL,Betashares Global Energy Comp Currency Hedged ETF
FUL,Fulcrum Lithium Ltd,Australia,AU,AUD,Common Stock,,FUL,Fulcrum Lithium Ltd
FUTR,Janus Henderson Global Sustainable EQ Active ETF,Australia,AU,AUD,ETF,AU0000169229,FUTR,Janus Henderson Global Sustainable EQ Active ETF
FWD,Fleetwood Ltd,Australia,AU,AUD,Common Stock,AU000000FWD0,FWD,Fleetwood Ltd
FXG,FELIX Gold Ltd,Australia,AU,AUD,Common Stock,AU0000194433,FXG,FELIX Gold Ltd
FZR,Fitzroy River Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000FZR3,FZR,Fitzroy River Corporation Ltd
G11,G11 Resources Ltd,Australia,AU,AUD,Common Stock,AU000000ODM3,G11,G11 Resources Ltd
G200,Betashares Wealthbuilder AUS200 Geared Complex ETF,Australia,AU,AUD,ETF,,G200,Betashares Wealthbuilder AUS200 Geared Complex ETF
G50,G50 Corp Ltd,Australia,AU,AUD,Common Stock,AU0000155889,G50,G50 Corp Ltd
G6M,Group 6 Metals Ltd,Australia,AU,AUD,Common Stock,AU0000188021,G6M,Group 6 Metals Ltd
G88,Golden Mile Resources Ltd,Australia,AU,AUD,Common Stock,AU000000G887,G88,Golden Mile Resources Ltd
GAL,Galileo Mining Ltd,Australia,AU,AUD,Common Stock,AU0000007510,GAL,Galileo Mining Ltd
GAME,Betashares Video Games and Esports ETF,Australia,AU,AUD,ETF,AU0000187809,GAME,Betashares Video Games and Esports ETF
GAP,Gale Pacific Ltd,Australia,AU,AUD,Common Stock,AU000000GAP8,GAP,Gale Pacific Ltd
GARP,Global X S&P World Ex Australia Garp ETF,Australia,AU,AUD,ETF,AU0000350209,GARP,Global X S&P World Ex Australia Garp ETF
GAS,State GAS Ltd,Australia,AU,AUD,Common Stock,AU000000GAS2,GAS,State GAS Ltd
GBE,Globe Metals & Mining Ltd,Australia,AU,AUD,Common Stock,AU000000GBE0,GBE,Globe Metals & Mining Ltd
GBND,Betashares Global Green Bond Currency Hedged ETF,Australia,AU,AUD,ETF,AU0000063901,GBND,Betashares Global Green Bond Currency Hedged ETF
GBR,Great Boulder Resources Ltd,Australia,AU,AUD,Common Stock,AU000000GBR2,GBR,Great Boulder Resources Ltd
GBZ,GBM Resources Ltd,Australia,AU,AUD,Common Stock,AU000000GBZ5,GBZ,GBM Resources Ltd
GC1,Glennon Small Companies Ltd,Australia,AU,AUD,Common Stock,AU000000GC18,GC1,Glennon Small Companies Ltd
GCAP,Vaneck Bentham GBL Capital Securities Active ETF,Australia,AU,AUD,ETF,AU0000163230,GCAP,Vaneck Bentham GBL Capital Securities Active ETF
GCI,Gryphon Capital Income Trust,Australia,AU,AUD,Common Stock,AU0000005209,GCI,Gryphon Capital Income Trust
GCM,Green Critical Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000GCM1,GCM,Green Critical Minerals Ltd
GCQF,GCQ Global Equities Complex ETF,Australia,AU,AUD,ETF,AU0000381824,GCQF,GCQ Global Equities Complex ETF
GCR,Golden Cross Resources Ltd,Australia,AU,AUD,Common Stock,AU000000GCR0,GCR,Golden Cross Resources Ltd
GDF,Garda Property Group,Australia,AU,AUD,Common Stock,AU000000GDF3,GDF,Garda Property Group
GDG,Generation Development Group Ltd,Australia,AU,AUD,Common Stock,AU0000005126,GDG,Generation Development Group Ltd
GDI,GDI Property Group,Australia,AU,AUD,Common Stock,AU000000GDI7,GDI,GDI Property Group
GDM,Great Divide Mining Ltd,Australia,AU,AUD,Common Stock,AU0000284960,GDM,Great Divide Mining Ltd
GDX,Vaneck Gold Miners ETF,Australia,AU,AUD,ETF,AU000000GDX6,GDX,Vaneck Gold Miners ETF
GEAR,Betashares Geared Australian Equities Complex ETF,Australia,AU,AUD,ETF,AU00000GEAR1,GEAR,Betashares Geared Australian Equities Complex ETF
GED,Golden Deeps Ltd,Australia,AU,AUD,Common Stock,AU000000GED6,GED,Golden Deeps Ltd
GEM,G8 Education Ltd,Australia,AU,AUD,Common Stock,AU000000GEM7,GEM,G8 Education Ltd
GEN,Genmin Ltd,Australia,AU,AUD,Common Stock,AU0000136590,GEN,Genmin Ltd
GES,Genesis Resources Ltd,Australia,AU,AUD,Common Stock,AU000000GES4,GES,Genesis Resources Ltd
GFL,Global Masters Fund Ltd,Australia,AU,AUD,Common Stock,AU000000GFL6,GFL,Global Masters Fund Ltd
GG8,Gorilla Gold Mines Ltd,Australia,AU,AUD,Common Stock,,GG8,Gorilla Gold Mines Ltd
GGAB,Betashares Geared Long Aus GOV Bond Complex ETF,Australia,AU,AUD,ETF,AU0000307944,GGAB,Betashares Geared Long Aus GOV Bond Complex ETF
GGE,Grand Gulf Energy Ltd,Australia,AU,AUD,Common Stock,AU000000GGE9,GGE,Grand Gulf Energy Ltd
GGFD,Betashares Geared Long US TR Bond CH Complex ETF,Australia,AU,AUD,ETF,AU0000307969,GGFD,Betashares Geared Long US TR Bond CH Complex ETF
GGOV,Betashares US Treasury Bond 20+ YR CCY Hedged ETF,Australia,AU,AUD,ETF,AU0000078651,GGOV,Betashares US Treasury Bond 20+ YR CCY Hedged ETF
GGP,Greatland Resources Limited,Australia,AU,AUD,Common Stock,AU0000397705,GGP,Greatland Resources Limited
GGUS,Betashares Geared US EQTY CCY Hedged Complex ETF,Australia,AU,AUD,ETF,AU00000GGUS2,GGUS,Betashares Geared US EQTY CCY Hedged Complex ETF
GGX,GAS2GRID Ltd,Australia,AU,AUD,Common Stock,AU000000GGX9,GGX,GAS2GRID Ltd
GHHF,Betashares Wealthbuilder All GR Geared Complex ETF,Australia,AU,AUD,ETF,AU0000327116,GHHF,Betashares Wealthbuilder All GR Geared Complex ETF
GHLD,Global X Gold Bullion (Currency Hedged) ETF,Australia,AU,AUD,ETF,AU0000334476,GHLD,Global X Gold Bullion (Currency Hedged) ETF
GHM,Golden Horse Minerals Ltd,Australia,AU,AUD,Common Stock,,GHM,Golden Horse Minerals Ltd
GHY,Gold Hydrogen Ltd,Australia,AU,AUD,Common Stock,AU0000253171,GHY,Gold Hydrogen Ltd
GIB,Gibb River Diamonds Ltd,Australia,AU,AUD,Common Stock,AU0000031411,GIB,Gibb River Diamonds Ltd
GIVE,Perpetual Esg Australian Share Active ETF,Australia,AU,AUD,ETF,AU0000187759,GIVE,Perpetual Esg Australian Share Active ETF
GL1,Global Lithium Resources Ltd,Australia,AU,AUD,Common Stock,AU0000142929,GL1,Global Lithium Resources Ltd
GLA,Gladiator Resources Ltd,Australia,AU,AUD,Common Stock,AU000000GLA7,GLA,Gladiator Resources Ltd
GLB,Globe International Ltd,Australia,AU,AUD,Common Stock,AU000000GLB5,GLB,Globe International Ltd
GLDN,Ishares Physical Gold ETF,Australia,AU,AUD,ETF,AU0000292930,GLDN,Ishares Physical Gold ETF
GLE,GLG Corp Ltd,Australia,AU,AUD,Common Stock,AU000000GLE9,GLE,GLG Corp Ltd
GLF,GemLife Communities Group,Australia,AU,AUD,Common Stock,,GLF,GemLife Communities Group
GLH,Global Health Ltd,Australia,AU,AUD,Common Stock,AU000000GLH2,GLH,Global Health Ltd
GLIN,Ishares Ftse GBL Infrastructure (Aud Hedged) ETF,Australia,AU,AUD,ETF,,GLIN,Ishares Ftse GBL Infrastructure (Aud Hedged) ETF
GLL,Galilee Energy Ltd,Australia,AU,AUD,Common Stock,AU000000GLL4,GLL,Galilee Energy Ltd
GLN,Galan Lithium Ltd,Australia,AU,AUD,Common Stock,AU0000021461,GLN,Galan Lithium Ltd
GLOB,Barrow Hanley Global Share Active ETF,Australia,AU,AUD,ETF,AU0000221384,GLOB,Barrow Hanley Global Share Active ETF
GLPR,Ishares Ftse GBL Property Ex Aus (Aud Hedged) ETF,Australia,AU,AUD,ETF,AU0000273229,GLPR,Ishares Ftse GBL Property Ex Aus (Aud Hedged) ETF
GMD,Genesis Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000GMD9,GMD,Genesis Minerals Ltd
GMG,Goodman Group,Australia,AU,AUD,Common Stock,AU000000GMG2,GMG,Goodman Group
GML,Gateway Mining Ltd,Australia,AU,AUD,Common Stock,AU000000GML2,GML,Gateway Mining Ltd
GMN,Gold Mountain Ltd,Australia,AU,AUD,Common Stock,AU000000GMN8,GMN,Gold Mountain Ltd
GMNDA,Ordinary Fully Paid Deferred Settlement,Australia,AU,AUD,Common Stock,AU0000401499,GMNDA,Ordinary Fully Paid Deferred Settlement
GMTL,Global X Green Metal Miners ETF,Australia,AU,AUD,ETF,AU0000233264,GMTL,Global X Green Metal Miners ETF
GMVW,Vaneck Geared Australian EQUAL Weight Complex ETF,Australia,AU,AUD,ETF,,GMVW,Vaneck Geared Australian EQUAL Weight Complex ETF
GNC,Graincorp Ltd,Australia,AU,AUD,Common Stock,AU000000GNC9,GNC,Graincorp Ltd
GNDQ,Betashares Wealthbuilder Nasdaq Geared Complex ETF,Australia,AU,AUD,ETF,AU0000352783,GNDQ,Betashares Wealthbuilder Nasdaq Geared Complex ETF
GNE,Genesis Energy Ltd,Australia,AU,AUD,Common Stock,NZGNEE0001S7,GNE,Genesis Energy Ltd
GNG,GR Engineering Services Ltd,Australia,AU,AUD,Common Stock,AU000000GNG0,GNG,GR Engineering Services Ltd
GNM,Great Northern Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000067092,GNM,Great Northern Minerals Ltd
GNP,Genusplus Group Ltd,Australia,AU,AUD,Common Stock,AU0000117160,GNP,Genusplus Group Ltd
GOAT,Vaneck Morningstar International Wide Moat ETF,Australia,AU,AUD,ETF,AU0000102675,GOAT,Vaneck Morningstar International Wide Moat ETF
GOLD,Global X Physical Gold Structured,Australia,AU,AUD,ETF,AU00000GOLD7,GOLD,Global X Physical Gold Structured
GOOD,Janus Henderson Sustainable Credit Active ETF,Australia,AU,AUD,ETF,AU0000254278,GOOD,Janus Henderson Sustainable Credit Active ETF
GOR,Gold Road Resources Ltd,Australia,AU,AUD,Common Stock,AU000000GOR5,GOR,Gold Road Resources Ltd
GOVT,SPDR S&P/ASX Australian Government Bond ETF,Australia,AU,AUD,ETF,AU00000GOVT2,GOVT,SPDR S&P/ASX Australian Government Bond ETF
GOW,Gowing Bros Ltd,Australia,AU,AUD,Common Stock,AU000000GOW5,GOW,Gowing Bros Ltd
GOZ,Growthpoint Properties Australia,Australia,AU,AUD,Common Stock,AU000000GOZ8,GOZ,Growthpoint Properties Australia
GPEQ,Vaneck Global Listed Private Equity ETF,Australia,AU,AUD,ETF,AU0000187452,GPEQ,Vaneck Global Listed Private Equity ETF
GPR,Geopacific Resources Ltd,Australia,AU,AUD,Common Stock,AU000000GPR2,GPR,Geopacific Resources Ltd
GPT,GPT Group,Australia,AU,AUD,Common Stock,AU000000GPT8,GPT,GPT Group
GQG,GQG Partners Inc,Australia,AU,AUD,Common Stock,AU0000180499,GQG,GQG Partners Inc
GR8,Great Dirt Resources Ltd,Australia,AU,AUD,Common Stock,,GR8,Great Dirt Resources Ltd
GRE,Greentech Metals Ltd,Australia,AU,AUD,Common Stock,AU0000189375,GRE,Greentech Metals Ltd
GRIN,Vaneck India Growth Leaders ETF,Australia,AU,AUD,ETF,AU0000389512,GRIN,Vaneck India Growth Leaders ETF
GRL,Godolphin Resources Ltd,Australia,AU,AUD,Common Stock,AU0000065195,GRL,Godolphin Resources Ltd
GRNV,Vaneck MSCI Australian Sustainable Equity ETF,Australia,AU,AUD,ETF,AU0000050353,GRNV,Vaneck MSCI Australian Sustainable Equity ETF
GROW,Schroder Real Return Active ETF,Australia,AU,AUD,ETF,AU00000GROW4,GROW,Schroder Real Return Active ETF
GRR,Grange Resources Ltd,Australia,AU,AUD,Common Stock,AU000000GRR8,GRR,Grange Resources Ltd
GRV,Greenvale Energy Ltd,Australia,AU,AUD,Common Stock,AU000000GRV0,GRV,Greenvale Energy Ltd
GRX,Greenx Metals Ltd,Australia,AU,AUD,Common Stock,AU0000198939,GRX,Greenx Metals Ltd
GSM,Golden State Mining Ltd,Australia,AU,AUD,Common Stock,AU0000023574,GSM,Golden State Mining Ltd
GSN,Great Southern Mining Ltd,Australia,AU,AUD,Common Stock,AU0000017543,GSN,Great Southern Mining Ltd
GSS,Genetic Signatures Ltd,Australia,AU,AUD,Common Stock,AU000000GSS4,GSS,Genetic Signatures Ltd
GT1,Green Technology Metals Ltd,Australia,AU,AUD,Common Stock,AU0000177271,GT1,Green Technology Metals Ltd
GT3,GREEN360 Technologies Ltd,Australia,AU,AUD,Common Stock,AU0000387516,GT3,GREEN360 Technologies Ltd
GTE,Great Western Exploration Ltd,Australia,AU,AUD,Common Stock,AU000000GTE2,GTE,Great Western Exploration Ltd
GTG,Genetic Technologies Ltd,Australia,AU,AUD,Common Stock,AU000000GTG7,GTG,Genetic Technologies Ltd
GTH,Gathid Ltd,Australia,AU,AUD,Common Stock,AU000000RCW7,GTH,Gathid Ltd
GTI,Gratifii Ltd,Australia,AU,AUD,Common Stock,AU0000152183,GTI,Gratifii Ltd
GTK,Gentrack Group Ltd,Australia,AU,AUD,Common Stock,NZGTKE0002S9,GTK,Gentrack Group Ltd
GTN,GTN Ltd,Australia,AU,AUD,Common Stock,AU000000GTN3,GTN,GTN Ltd
GTR,Gti Energy Ltd,Australia,AU,AUD,Common Stock,AU000000GTR4,GTR,Gti Energy Ltd
GTRDA,Ordinary Fully Paid Deferred Settlement,Australia,AU,AUD,Common Stock,AU0000405771,GTRDA,Ordinary Fully Paid Deferred Settlement
GUE,Global Uranium and Enrichment Ltd,Australia,AU,AUD,Common Stock,AU0000308157,GUE,Global Uranium and Enrichment Ltd
GUL,Gullewa Ltd,Australia,AU,AUD,Common Stock,AU000000GUL5,GUL,Gullewa Ltd
GUM,Gumtree Australia Markets Ltd,Australia,AU,AUD,Common Stock,,GUM,Gumtree Australia Markets Ltd
GVF,Staude Capital Global Value Fund Ltd,Australia,AU,AUD,Common Stock,AU000000GVF5,GVF,Staude Capital Global Value Fund Ltd
GW1,Greenwing Resources Ltd,Australia,AU,AUD,Common Stock,AU0000166613,GW1,Greenwing Resources Ltd
GWA,GWA Group Ltd,Australia,AU,AUD,Common Stock,AU000000GWA4,GWA,GWA Group Ltd
GWR,GWR Group Ltd,Australia,AU,AUD,Common Stock,AU000000GWR8,GWR,GWR Group Ltd
GXAI,Global X Artificial Intelligence ETF,Australia,AU,AUD,ETF,,GXAI,Global X Artificial Intelligence ETF
GXLD,Global X Gold Bullion ETF,Australia,AU,AUD,ETF,,GXLD,Global X Gold Bullion ETF
GYG,Guzman Y GOMEZ Ltd,Australia,AU,AUD,Common Stock,,GYG,Guzman Y GOMEZ Ltd
H100,Betashares Ftse 100 Currency Hedged ETF,Australia,AU,AUD,ETF,AU0000292823,H100,Betashares Ftse 100 Currency Hedged ETF
H2G,GREENHY2 Ltd,Australia,AU,AUD,Common Stock,AU0000250680,H2G,GREENHY2 Ltd
HACK,Betashares Global Cybersecurity ETF,Australia,AU,AUD,ETF,AU00000HACK8,HACK,Betashares Global Cybersecurity ETF
HAL,Halo Technologies Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000211971,HAL,Halo Technologies Holdings Ltd
HAR,Haranga Resources Ltd,Australia,AU,AUD,Common Stock,AU0000187247,HAR,Haranga Resources Ltd
HAS,Hastings Technology Metals Ltd,Australia,AU,AUD,Common Stock,AU000000HAS0,HAS,Hastings Technology Metals Ltd
HAV,Havilah Resources Ltd,Australia,AU,AUD,Common Stock,AU000000HAV4,HAV,Havilah Resources Ltd
HAW,Hawthorn Resources Ltd,Australia,AU,AUD,Common Stock,AU000000HAW2,HAW,Hawthorn Resources Ltd
HBRD,Betashares Australian Hybrids Active ETF,Australia,AU,AUD,ETF,AU00000HBRD9,HBRD,Betashares Australian Hybrids Active ETF
HCD,Hydrocarbon Dynamics Ltd,Australia,AU,AUD,Common Stock,AU0000074742,HCD,Hydrocarbon Dynamics Ltd
HCF,H&G High Conviction Ltd,Australia,AU,AUD,Common Stock,AU0000236218,HCF,H&G High Conviction Ltd
HCH,Hot Chili Ltd,Australia,AU,AUD,Common Stock,AU0000HCHAX9,HCH,Hot Chili Ltd
HCL,Highcom Ltd,Australia,AU,AUD,Common Stock,AU0000309015,HCL,Highcom Ltd
HCRD,Betashares Interest Rate Hedged Aus Corp Bond ETF,Australia,AU,AUD,ETF,AU0000247777,HCRD,Betashares Interest Rate Hedged Aus Corp Bond ETF
HCT,Holista Colltech Ltd,Australia,AU,AUD,Common Stock,AU000000HCT4,HCT,Holista Colltech Ltd
HCW,Healthco Healthcare and Wellness REIT,Australia,AU,AUD,Common Stock,AU0000169302,HCW,Healthco Healthcare and Wellness REIT
HDN,Homeco Daily Needs REIT,Australia,AU,AUD,Common Stock,AU0000113136,HDN,Homeco Daily Needs REIT
HE8,Helios Energy Ltd,Australia,AU,AUD,Common Stock,AU000000HE80,HE8,Helios Energy Ltd
HETH,Betashares Global Sustainability Leaders CH ETF,Australia,AU,AUD,ETF,AU0000090490,HETH,Betashares Global Sustainability Leaders CH ETF
HEUR,Betashares Europe Currency Hedged ETF,Australia,AU,AUD,ETF,AU00000HEUR7,HEUR,Betashares Europe Currency Hedged ETF
HFR,Highfield Resources Ltd,Australia,AU,AUD,Common Stock,AU000000HFR1,HFR,Highfield Resources Ltd
HFY,Hubify Ltd,Australia,AU,AUD,Common Stock,AU0000114852,HFY,Hubify Ltd
HGBL,Betashares Global Shares Currency Hedged ETF,Australia,AU,AUD,ETF,AU0000269987,HGBL,Betashares Global Shares Currency Hedged ETF
HGEN,Global X Hydrogen ETF,Australia,AU,AUD,ETF,AU0000170201,HGEN,Global X Hydrogen ETF
HGH,Heartland Group Holdings Ltd,Australia,AU,AUD,Common Stock,NZHGHE0007S9,HGH,Heartland Group Holdings Ltd
HGL,Hudson Investment Group Ltd,Australia,AU,AUD,Common Stock,AU000000HGL2,HGL,Hudson Investment Group Ltd
HGO,Hillgrove Resources Ltd,Australia,AU,AUD,Common Stock,AU000000HGO6,HGO,Hillgrove Resources Ltd
HHIF,HEJAZ High Innovation Active ETF,Australia,AU,AUD,ETF,,HHIF,HEJAZ High Innovation Active ETF
HHR,Hartshead Resources NL,Australia,AU,AUD,Common Stock,AU0000154148,HHR,Hartshead Resources NL
HIO,Hawsons Iron Ltd,Australia,AU,AUD,Common Stock,AU0000171290,HIO,Hawsons Iron Ltd
HIQ,HITIQ Ltd,Australia,AU,AUD,Common Stock,AU0000148967,HIQ,HITIQ Ltd
HIT,Hitech Group Australia Ltd,Australia,AU,AUD,Common Stock,AU000000HIT1,HIT,Hitech Group Australia Ltd
HJHI,HEJAZ High Income Active ETF,Australia,AU,AUD,ETF,,HJHI,HEJAZ High Income Active ETF
HJPN,Betashares Japan Currency Hedged ETF,Australia,AU,AUD,ETF,AU00000HJPN5,HJPN,Betashares Japan Currency Hedged ETF
HJZP,HEJAZ Property Fund Active ETF,Australia,AU,AUD,ETF,AU60ETL21499,HJZP,HEJAZ Property Fund Active ETF
HLI,Helia Group Ltd,Australia,AU,AUD,Common Stock,AU0000251498,HLI,Helia Group Ltd
HLO,Helloworld Travel Ltd,Australia,AU,AUD,Common Stock,AU000000HLO6,HLO,Helloworld Travel Ltd
HLS,Healius Ltd,Australia,AU,AUD,Common Stock,AU0000033359,HLS,Healius Ltd
HLTH,Vaneck Global Healthcare Leaders ETF,Australia,AU,AUD,ETF,AU0000102683,HLTH,Vaneck Global Healthcare Leaders ETF
HLX,HELIX Resources Ltd,Australia,AU,AUD,Common Stock,AU000000HLX7,HLX,HELIX Resources Ltd
HLXR,Rights - Applications Close 03-sep-2025 Deferred,Australia,AU,AUD,Common Stock,AU0000411589,HLXR,Rights - Applications Close 03-sep-2025 Deferred
HM1,Hearts and Minds Investments Ltd,Australia,AU,AUD,Common Stock,AU0000026569,HM1,Hearts and Minds Investments Ltd
HMC,HMC Capital Ltd,Australia,AU,AUD,Common Stock,AU0000058943,HMC,HMC Capital Ltd
HMD,Heramed Ltd,Australia,AU,AUD,Common Stock,AU0000028367,HMD,Heramed Ltd
HMG,Hamelin Gold Ltd,Australia,AU,AUD,Common Stock,AU0000178071,HMG,Hamelin Gold Ltd
HMI,Hiremii Ltd,Australia,AU,AUD,Common Stock,AU0000143471,HMI,Hiremii Ltd
HMX,Hammer Metals Ltd,Australia,AU,AUD,Common Stock,AU000000HMX5,HMX,Hammer Metals Ltd
HMY,Harmoney Corp Ltd,Australia,AU,AUD,Common Stock,NZHMYE0001S5,HMY,Harmoney Corp Ltd
HNDQ,Betashares Nasdaq 100 Currency Hedged ETF,Australia,AU,AUD,ETF,AU0000090508,HNDQ,Betashares Nasdaq 100 Currency Hedged ETF
HNG,Hancock & Gore Ltd,Australia,AU,AUD,Common Stock,AU000000HNG8,HNG,Hancock & Gore Ltd
HOR,Horseshoe Metals Ltd,Australia,AU,AUD,Common Stock,AU000000HOR3,HOR,Horseshoe Metals Ltd
HPC,The Hydration Pharmaceuticals Company Ltd,Australia,AU,AUD,Common Stock,AU0000187957,HPC,The Hydration Pharmaceuticals Company Ltd
HPG,Hipages Group Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000112104,HPG,Hipages Group Holdings Ltd
HPP,Health and Plant Protein Group Ltd,Australia,AU,AUD,Common Stock,AU0000129710,HPP,Health and Plant Protein Group Ltd
HPR,High Peak Royalties Ltd,Australia,AU,AUD,Common Stock,AU000000HPR0,HPR,High Peak Royalties Ltd
HQLT,Betashares Global Quality Leaders Currency Hedged ETF,Australia,AU,AUD,ETF,AU0000089732,HQLT,Betashares Global Quality Leaders Currency Hedged ETF
HQUS,Betashares S&P 500 EQUAL Weight Currency Hedged ETF,Australia,AU,AUD,ETF,,HQUS,Betashares S&P 500 EQUAL Weight Currency Hedged ETF
HRE,Heavy Rare EARTHS Ltd,Australia,AU,AUD,Common Stock,AU0000232035,HRE,Heavy Rare EARTHS Ltd
HRN,Horizon Gold Ltd,Australia,AU,AUD,Common Stock,AU000000HRN5,HRN,Horizon Gold Ltd
HRZ,Horizon Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000053373,HRZ,Horizon Minerals Ltd
HSN,Hansen Technologies Ltd,Australia,AU,AUD,Common Stock,AU000000HSN3,HSN,Hansen Technologies Ltd
HT8,Harris Technology Group Ltd,Australia,AU,AUD,Common Stock,AU000000HT83,HT8,Harris Technology Group Ltd
HTA,Hutchison Telecommunications (Australia) Ltd,Australia,AU,AUD,Common Stock,AU000000HTA8,HTA,Hutchison Telecommunications (Australia) Ltd
HTG,Harvest Technology Group Ltd,Australia,AU,AUD,Common Stock,AU0000082422,HTG,Harvest Technology Group Ltd
HTM,High-Tech Metals Ltd,Australia,AU,AUD,Common Stock,AU0000250573,HTM,High-Tech Metals Ltd
HUB,HUB24 Ltd,Australia,AU,AUD,Common Stock,AU000000HUB4,HUB,HUB24 Ltd
HUM,Humm Group Ltd,Australia,AU,AUD,Common Stock,AU0000121337,HUM,Humm Group Ltd
HVLU,Vaneck MSCI International Value (Aud Hedged) ETF,Australia,AU,AUD,ETF,AU0000302853,HVLU,Vaneck MSCI International Value (Aud Hedged) ETF
